  PMO Teste       
     CUSTO MARGINAL DE DEMANDA - MEDIA PATAMARES           SUBMERCADO:SUDESTE                            

     ANO: 2024
                   1          2          3          4          5          6          7          8          9         10         11         12      MEDIA 
   442          0.00       0.00       0.00       0.00       0.00       0.00      46.27      45.86      68.28      17.76      53.78      57.39      41.33
   443          0.00       0.00       0.00       0.00       0.00      27.23      57.16      79.01      85.84     148.91     141.18     120.88      94.32
   444          0.00       0.00       0.00       0.00       0.00      44.60      52.15      70.52      45.36      33.25      29.89      24.31      42.87
   445          0.00       0.00       0.00       0.00       0.00       0.00       0.00      18.97      15.29      20.24      18.11      10.80      11.92
   446          0.00       0.00       0.00       0.00       0.00       0.00       0.00      29.42       6.43      21.77      52.15       3.00      16.11
   447          0.00       0.00       0.00       0.00       0.00      25.78      61.49      59.40      28.96       6.26       0.00       0.00      25.98
   448          0.00       0.00       0.00       0.00       0.00      38.74      33.36      24.93       8.70      22.95       9.04      18.47      22.31
   449          0.00       0.00       0.00       0.00       0.00       0.00      44.93      68.11      74.70      10.03       9.87       0.00      29.66
   450          0.00       0.00       0.00       0.00       0.00       0.00      35.09      65.65      82.06      72.06      97.67      54.95      58.21
   451          0.00       0.00       0.00       0.00       0.00      18.21      50.79      62.91      76.31      31.91      65.30       0.67      43.73
   452          0.00       0.00       0.00       0.00       0.00       0.00      56.65      76.64      55.31      22.35      55.84      35.08      43.12
   453          0.00       0.00       0.00       0.00       0.00      36.03      64.32      51.31      46.66      53.77      73.71      68.39      56.31
   454          0.00       0.00       0.00       0.00       0.00       0.00      40.74      42.25      46.16      53.37       3.17       3.63      27.05
   455          0.00       0.00       0.00       0.00       0.00       0.00       0.00      33.36      31.39      51.34      70.65      93.47      40.03
   456          0.00       0.00       0.00       0.00       0.00      45.62      54.92      65.37      70.45     101.01     102.15      49.17      69.81
   457          0.00       0.00       0.00       0.00       0.00       0.00      29.88      46.01      45.04      34.92      56.75      93.00      43.66
   458          0.00       0.00       0.00       0.00       0.00      41.84      49.11      48.04      46.35      91.46     101.30     101.68      68.54
   459          0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.08       0.12       0.07       0.04
   460          0.00       0.00       0.00       0.00       0.00       0.00      26.94      22.28      52.01      47.61      46.15      24.35      31.33
   461          0.00       0.00       0.00       0.00       0.00      24.58      21.59      22.88       9.61      21.66      17.33       0.40      16.86
   462          0.00       0.00       0.00       0.00       0.00       0.00      61.42      55.17      61.96      66.84      11.58       4.68      37.38
   463          0.00       0.00       0.00       0.00       0.00      14.41       0.00       0.00       0.00       0.83       0.40       0.00       2.23
   464          0.00       0.00       0.00       0.00       0.00      41.22       0.00       5.75      35.94      51.64      74.48      76.33      40.77
   465          0.00       0.00       0.00       0.00       0.00      41.91      55.69      26.02      35.36      44.56       8.99       0.00      30.36
   466          0.00       0.00       0.00       0.00       0.00       0.00      52.23      73.37      71.43      95.90     179.87     206.87      97.10
   467          0.00       0.00       0.00       0.00       0.00       6.54      51.51      15.03      29.72      15.56       6.93       0.12      17.92
   468          0.00       0.00       0.00       0.00       0.00      16.22      30.71      45.09      44.45      36.99      24.69       0.00      28.31
   469          0.00       0.00       0.00       0.00       0.00       0.00      34.44      12.30       9.94       0.25       0.00       0.00       8.13
   470          0.00       0.00       0.00       0.00       0.00      35.90      52.58      63.65      33.52       8.16       6.13       0.63      28.65
   471          0.00       0.00       0.00       0.00       0.00       0.00      46.61      40.65      74.37      87.40     101.97     145.20      70.88
   472          0.00       0.00       0.00       0.00       0.00       0.00      33.01      45.85      45.61      50.10      74.98      74.48      46.29
   473          0.00       0.00       0.00       0.00       0.00       7.83      45.52      48.30      46.72      49.33      61.84      65.16      46.39
   474          0.00       0.00       0.00       0.00       0.00       0.00      21.10      12.26      36.67       3.39       7.82       3.53      12.11
   475          0.00       0.00       0.00       0.00       0.00       0.00      25.96      29.63      13.53       1.90       5.61       2.16      11.26
   476          0.00       0.00       0.00       0.00       0.00       0.00      35.68      45.46      68.95      75.08      99.55     110.28      62.14
   477          0.00       0.00       0.00       0.00       0.00       0.00       0.00      57.54      48.02      60.92     117.23     135.32      59.86
   478          0.00       0.00       0.00       0.00       0.00      32.63      63.36      78.85      73.16      95.91     139.58      93.23      82.39
   479          0.00       0.00       0.00       0.00       0.00       0.00      50.10      60.37      69.44      74.42      37.48      46.63      48.35
   480          0.00       0.00       0.00       0.00       0.00       0.00      41.49      47.73      30.59       4.48       0.21       0.00      17.79
   481          0.00       0.00       0.00       0.00       0.00       0.00       0.00      27.56      23.41       8.49      19.67      14.77      13.41
   482          0.00       0.00       0.00       0.00       0.00      27.94      31.87      48.46      26.69      20.68      22.50      15.25      27.63
   483          0.00       0.00       0.00       0.00       0.00       0.00      48.20      52.57      55.29      59.06      57.40      27.36      42.84
   484          0.00       0.00       0.00       0.00       0.00       0.00      35.41      34.24      45.75      43.21      23.27      20.26      28.88
   485          0.00       0.00       0.00       0.00       0.00       0.00      29.69      34.65      45.93      57.84      76.94       0.00      35.01
   486          0.00       0.00       0.00       0.00       0.00       0.00      39.33      54.52      46.57      27.39      30.95      34.79      33.36
   487          0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00      10.12       4.14       1.63       3.49       2.77
   488          0.00       0.00       0.00       0.00       0.00      37.50      63.32      72.97      59.66      82.74     106.12     139.98      80.33
   489          0.00       0.00       0.00       0.00       0.00      36.41      52.97      57.41      59.07      59.57      70.51       1.48      48.20
   490          0.00       0.00       0.00       0.00       0.00       0.00      36.93      45.52      68.75      56.55      37.60      13.90      37.04
   491          0.00       0.00       0.00       0.00       0.00       0.00      39.39      61.37      68.44      63.64     118.28     146.86      71.14
   492          0.00       0.00       0.00       0.00       0.00      32.47      41.68      35.79      27.91      14.33      19.39      25.92      28.21
   493          0.00       0.00       0.00       0.00       0.00       0.00      51.18      62.22      96.89      89.38      89.77      55.03      63.50
   494          0.00       0.00       0.00       0.00       0.00       0.00       0.00      36.09      31.39      33.72      47.12      12.09      22.92
   495          0.00       0.00       0.00       0.00       0.00       0.00      60.04      59.76     100.82     156.38     113.57     103.51      84.87
   496          0.00       0.00       0.00       0.00       0.00       0.00      62.35      46.43      46.99      75.79      50.66      14.29      42.36
   497          0.00       0.00       0.00       0.00       0.00      32.72      33.16      24.69      10.28       9.49       1.25      11.32      17.56
   498          0.00       0.00       0.00       0.00       0.00      42.88      69.59      33.35      56.29      21.80       0.22       0.97      32.16
   499          0.00       0.00       0.00       0.00       0.00      21.94      74.27      86.98     125.40     108.25     112.39     120.30      92.79
   500          0.00       0.00       0.00       0.00       0.00       0.00      54.67      51.33      47.76      28.67      41.08      16.34      34.26
   501          0.00       0.00       0.00       0.00       0.00       0.00      33.97      57.55      68.85      23.41      51.05      79.31      44.88
   502          0.00       0.00       0.00       0.00       0.00      43.89      44.81      55.09      52.59      45.05      63.51      67.77      53.24
   503          0.00       0.00       0.00       0.00       0.00      38.90      53.52      44.19      63.65      88.74      12.33       1.54      43.27
   504          0.00       0.00       0.00       0.00       0.00       0.00      33.33      41.18      29.02      28.54       0.25       0.12      18.92
   505          0.00       0.00       0.00       0.00       0.00      26.69      37.48      28.89      34.35      45.80      11.40       8.99      27.66
   506          0.00       0.00       0.00       0.00       0.00      41.96      56.99      60.07      28.03      33.86      28.58      29.26      39.82
   507          0.00       0.00       0.00       0.00       0.00       0.00       0.00      22.64      28.16       9.78       3.47       0.00       9.15
   508          0.00       0.00       0.00       0.00       0.00      36.95      39.80      30.70      31.37      47.28      21.20      48.74      36.58
   509          0.00       0.00       0.00       0.00       0.00      28.84      25.51      21.16      33.62      20.86      17.95       0.00      21.13
   510          0.00       0.00       0.00       0.00       0.00       0.00      40.74      29.59      18.72      25.34       3.80      30.17      21.19
   511          0.00       0.00       0.00       0.00       0.00       0.00       0.00      31.75      12.13      13.04       0.91       0.08       8.27
   512          0.00       0.00       0.00       0.00       0.00       0.00      41.66      40.29      28.93      22.27      39.67      56.54      32.77
   513          0.00       0.00       0.00       0.00       0.00      35.76      43.68      41.26      85.41     126.93     103.65      94.61      75.90
   514          0.00       0.00       0.00       0.00       0.00       0.00      15.12       0.00       1.36       1.41       0.22       0.00       2.59
   515          0.00       0.00       0.00       0.00       0.00       0.00       0.00      27.12       9.24      12.63       5.22       0.00       7.74
   516          0.00       0.00       0.00       0.00       0.00       0.00      53.84      37.21      68.09      44.78       0.25       0.01      29.17
   517          0.00       0.00       0.00       0.00       0.00      25.88      33.39      40.73      44.23      42.96      10.70       0.00      28.27
   518          0.00       0.00       0.00       0.00       0.00      37.39      35.16      35.37      16.72      22.49      28.83      11.28      26.75
   519          0.00       0.00       0.00       0.00       0.00       8.05      45.52      47.36      51.09      23.33       7.55       7.70      27.23
   520          0.00       0.00       0.00       0.00       0.00      43.94      45.93      38.51      34.49       9.94      11.85       1.68      26.62
   521          0.00       0.00       0.00       0.00       0.00       0.00      44.09      69.63      62.46     109.13     105.86      86.51      68.24
   522          0.00       0.00       0.00       0.00       0.00       0.00       0.00      19.65      28.02      46.76       3.99       8.15      15.22
   523          0.00       0.00       0.00       0.00       0.00       0.00      41.66      68.25      69.96      33.85      55.58      78.68      49.71
   524          0.00       0.00       0.00       0.00       0.00       0.00      58.38      54.13      96.03      99.60     169.18     100.14      82.50
   525          0.00       0.00       0.00       0.00       0.00      39.73      45.13      38.98      46.36      68.01      60.33      66.59      52.16
   526          0.00       0.00       0.00       0.00       0.00       0.00      64.52      55.31      50.86      22.39       2.58       0.00      27.95
   527          0.00       0.00       0.00       0.00       0.00       0.00      41.48      42.10      30.50       7.35       8.56       0.00      18.57
   528          0.00       0.00       0.00       0.00       0.00      37.04      55.03      44.01      33.56      41.10      82.75       0.56      42.01
   529          0.00       0.00       0.00       0.00       0.00       0.00      40.29      48.61      62.56      67.02      15.11       2.47      33.72
   530          0.00       0.00       0.00       0.00       0.00       0.00       0.00      23.77      35.37      44.22      23.43      32.64      22.77
   531          0.00       0.00       0.00       0.00       0.00       0.00      46.27      43.23      48.66      56.27      72.28      84.83      50.22
   532          0.00       0.00       0.00       0.00       0.00       0.00      30.45      46.74      41.32      68.55      29.01      52.35      38.35
   533          0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00      36.52      48.55      11.45      27.74      17.75
   534          0.00       0.00       0.00       0.00       0.00      41.92      62.96      51.20      31.15      35.14      31.12       6.35      37.12
   535          0.00       0.00       0.00       0.00       0.00      36.52      45.38      27.93      12.13       0.86       0.25       0.00      17.58
   536          0.00       0.00       0.00       0.00       0.00       0.00      35.45      41.24      40.71      39.18       2.15       0.00      22.68
   537          0.00       0.00       0.00       0.00       0.00       0.00      38.43      29.58      46.46       9.89       0.00       0.00      17.76
   538          0.00       0.00       0.00       0.00       0.00       0.00      48.00      52.69      43.67      57.26      75.95      49.54      46.73
   539          0.00       0.00       0.00       0.00       0.00       0.00      61.07      86.23     101.88     157.43     171.30     120.89      99.83
   540          0.00       0.00       0.00       0.00       0.00       0.00      39.27      41.96      37.81      62.42      11.82      27.61      31.55
   541          0.00       0.00       0.00       0.00       0.00      48.79      67.99      42.55      52.04      71.06     110.03      96.80      69.89
   542          0.00       0.00       0.00       0.00       0.00       0.00       0.00      40.79      23.91      33.92      44.49       0.00      20.44
   543          0.00       0.00       0.00       0.00       0.00      40.87      38.21      69.65      72.86      86.01      39.67       0.91      49.74
   544          0.00       0.00       0.00       0.00       0.00       0.00      26.59      56.51      32.54      20.61      37.83      61.46      33.65
   545          0.00       0.00       0.00       0.00       0.00       0.00      41.49      39.82      30.02      52.40      49.27      25.20      34.03
   546          0.00       0.00       0.00       0.00       0.00       0.00      54.56      74.76     116.05     144.49     159.82     154.08     100.54
   547          0.00       0.00       0.00       0.00       0.00       0.00      29.52      44.43      29.28      22.02       0.00       0.00      17.89
   548          0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.11       0.36       2.17       0.11       0.39
   549          0.00       0.00       0.00       0.00       0.00       0.00      54.08      41.87      47.38      61.30      97.40      76.24      54.04
   550          0.00       0.00       0.00       0.00       0.00      28.93      62.29      62.48      70.09      82.83     141.48      52.99      71.58
   551          0.00       0.00       0.00       0.00       0.00       0.00      54.34      48.49      43.83      47.96      11.31       4.84      30.11
   552          0.00       0.00       0.00       0.00       0.00      42.83      42.02     104.35      97.00      92.14      92.72     142.65      87.67
   553          0.00       0.00       0.00       0.00       0.00      39.04      54.42      45.30      46.61      65.21      60.36     106.26      59.60
   554          0.00       0.00       0.00       0.00       0.00      38.34      48.18      42.26      33.06      29.53      21.21       0.57      30.45
   555          0.00       0.00       0.00       0.00       0.00      41.25      41.78      47.22      58.41      36.15      14.46       0.07      34.19
   556          0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       1.46       1.70       1.59       0.15       0.70
   557          0.00       0.00       0.00       0.00       0.00       0.00      37.70      51.13      33.72      34.03      13.95       2.57      24.73
   558          0.00       0.00       0.00       0.00       0.00       0.00      37.42      36.62      60.94      33.71      42.16      16.57      32.49
   559          0.00       0.00       0.00       0.00       0.00       0.00      42.15      49.28      62.73      58.35      83.64      93.84      55.71
   560          0.00       0.00       0.00       0.00       0.00      49.06      62.29      73.99      71.76     109.58     133.04     102.49      86.03
   561          0.00       0.00       0.00       0.00       0.00       8.12      40.50      54.62      56.38     102.42      28.36      42.30      47.53
   562          0.00       0.00       0.00       0.00       0.00       0.00      54.65      43.65      26.42       6.91       3.52       0.00      19.31
   563          0.00       0.00       0.00       0.00       0.00       0.00      44.77      45.29      38.12      38.54      46.36      88.13      43.03
   564          0.00       0.00       0.00       0.00       0.00      36.16      37.09      33.15      26.26       0.57       0.19       0.00      19.06
   565          0.00       0.00       0.00       0.00       0.00       0.00      62.58      76.64     122.11     155.78     240.35     355.86     144.76
   566          0.00       0.00       0.00       0.00       0.00      33.53      48.49      71.28     113.58      94.09      98.28     123.63      83.27
   567          0.00       0.00       0.00       0.00       0.00      41.14      57.11      60.53      62.86      30.57      10.98       0.08      37.61
   568          0.00       0.00       0.00       0.00       0.00       0.00      39.13      40.26      49.82      65.98      72.07      96.89      52.02
   569          0.00       0.00       0.00       0.00       0.00       0.00      35.85      46.15      37.92      21.19      23.94      12.14      25.31
   570          0.00       0.00       0.00       0.00       0.00       0.00      42.74      38.27      42.89      81.13     109.79     104.06      59.84
   571          0.00       0.00       0.00       0.00       0.00      42.31      45.48      35.61      38.75      22.41      13.99       4.38      28.99
   572          0.00       0.00       0.00       0.00       0.00       0.00       0.00      13.21      14.96      25.92       2.94       6.54       9.08
   573          0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       2.67       0.06       0.14       0.01       0.41
   574          0.00       0.00       0.00       0.00       0.00       0.00      38.53      41.38      51.44       0.09       0.64       0.00      18.87
   575          0.00       0.00       0.00       0.00       0.00       0.00      36.26      43.21      42.42      28.08      59.19      83.17      41.76
   576          0.00       0.00       0.00       0.00       0.00      43.19      43.59      45.79       9.75       0.09       0.12       0.00      20.36
   577          0.00       0.00       0.00       0.00       0.00      40.22      27.61      33.50      52.65      44.07      66.67      70.08      47.83
   578          0.00       0.00       0.00       0.00       0.00       0.00       0.00      58.70      37.02      17.41      36.48      21.97      24.51
   579          0.00       0.00       0.00       0.00       0.00       0.00      51.32      80.04     104.20     158.51     246.55     304.88     135.07
   580          0.00       0.00       0.00       0.00       0.00       0.00      37.84      39.99      31.94      64.24      80.13      12.34      38.07
   581          0.00       0.00       0.00       0.00       0.00       0.00       0.00      58.53      46.29      38.58       3.34       6.59      21.91
   582          0.00       0.00       0.00       0.00       0.00      38.02      74.28     100.45      58.37     100.88     103.01     101.33      82.33
   583          0.00       0.00       0.00       0.00       0.00       0.00      61.92      80.49      84.78      34.77      30.78       3.68      42.35
   584          0.00       0.00       0.00       0.00       0.00      22.06      33.06      19.41      31.69      24.62      12.97       0.05      20.55
   585          0.00       0.00       0.00       0.00       0.00       0.00      36.03      46.36      30.09      56.00      76.09      36.27      40.12
   586          0.00       0.00       0.00       0.00       0.00       0.00      42.75      61.33      19.54      41.00      10.97      31.50      29.58
   587          0.00       0.00       0.00       0.00       0.00       0.00       0.00      31.24      58.80      52.72      49.73      73.70      38.03
   588          0.00       0.00       0.00       0.00       0.00      44.74      39.75      45.81      44.69      22.46      14.34       3.45      30.75
   589          0.00       0.00       0.00       0.00       0.00       0.00      36.98      31.32      13.69       9.87      22.26       0.00      16.30
   590          0.00       0.00       0.00       0.00       0.00       0.00      23.17      46.33      33.41      46.16      53.03       8.06      30.02
   591          0.00       0.00       0.00       0.00       0.00      37.88      45.24      48.59      42.17      30.16      25.41      32.33      37.40
   592          0.00       0.00       0.00       0.00       0.00       0.00       0.00       2.79       2.71       3.22       1.33       0.00       1.44
   593          0.00       0.00       0.00       0.00       0.00       0.00      49.74      80.22      71.69     144.31      67.34      69.61      68.99
   594          0.00       0.00       0.00       0.00       0.00       0.00      38.24      41.70      44.37      38.85      53.97      32.11      35.61
   595          0.00       0.00       0.00       0.00       0.00      21.78      42.65      56.32      28.44       8.54      22.08      22.98      28.97
   596          0.00       0.00       0.00       0.00       0.00      44.49      54.76      34.70      46.33      25.70      28.96      45.16      40.01
   597          0.00       0.00       0.00       0.00       0.00       0.00      33.76      45.31      57.17      22.10      24.04       0.08      26.07
   598          0.00       0.00       0.00       0.00       0.00      13.71      25.67      23.85      35.90      60.99      59.86     111.56      47.36
   599          0.00       0.00       0.00       0.00       0.00       0.00      30.43      33.95      30.93      93.60      82.46     153.57      60.71
   600          0.00       0.00       0.00       0.00       0.00       0.00      40.76      22.24      25.99      36.71      50.34      63.91      34.28
   601          0.00       0.00       0.00       0.00       0.00       0.00       0.00      17.96      13.93      17.12      26.96      70.79      20.96
   602          0.00       0.00       0.00       0.00       0.00       0.00      31.52      33.25      19.01      20.05      14.69      18.51      19.58
   603          0.00       0.00       0.00       0.00       0.00       0.00      43.20      47.44      33.25      85.00      96.96      74.02      54.27
   604          0.00       0.00       0.00       0.00       0.00       0.00      58.70      37.78      29.09      42.75      48.72       1.95      31.28
   605          0.00       0.00       0.00       0.00       0.00      48.60      64.42      52.30      66.11      88.89     120.98     104.68      78.00
   606          0.00       0.00       0.00       0.00       0.00       6.13       0.00      35.84      37.99      32.37      18.87      13.01      20.60
   607          0.00       0.00       0.00       0.00       0.00       0.00      56.62      62.36      55.54      57.14      85.97     130.02      63.95
   608          0.00       0.00       0.00       0.00       0.00       0.00      49.44      44.28      51.29      40.39      58.64      60.54      43.51
   609          0.00       0.00       0.00       0.00       0.00       0.00       0.00      15.03      10.12       0.24       0.05       0.00       3.63
   610          0.00       0.00       0.00       0.00       0.00      41.59      63.23      45.77      59.99     106.22     182.78     226.49     103.73
   611          0.00       0.00       0.00       0.00       0.00       0.00      43.21      33.05      22.96      38.24      41.56      51.57      32.94
   612          0.00       0.00       0.00       0.00       0.00       0.00      16.80      23.17      10.21       0.54       0.50       0.00       7.32
   613          0.00       0.00       0.00       0.00       0.00       0.00      50.17      65.76      80.82     148.28     239.24      87.74      96.00
   614          0.00       0.00       0.00       0.00       0.00      15.62      68.05     103.36     116.07      71.58      80.77      97.03      78.93
   615          0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       7.75      10.80      18.91       2.24       5.67
   616          0.00       0.00       0.00       0.00       0.00       0.00       0.00      20.23      36.55      46.86       4.97       4.35      16.14
   617          0.00       0.00       0.00       0.00       0.00       0.00      26.11      36.26      46.45      24.25     112.66      31.61      39.62
   618          0.00       0.00       0.00       0.00       0.00      46.05      45.61      52.64      46.84      58.17      30.92       2.76      40.43
   619          0.00       0.00       0.00       0.00       0.00      31.32      39.88      57.29      39.00      40.66      26.17      79.98      44.90
   620          0.00       0.00       0.00       0.00       0.00       0.00      39.49      23.35      22.75      21.42       5.44       2.50      16.42
   621          0.00       0.00       0.00       0.00       0.00       0.00      41.99      43.52      51.25      43.74      89.58       9.12      39.89
   622          0.00       0.00       0.00       0.00       0.00       0.00       0.00      31.90       4.73       8.12       9.57       0.00       7.76
   623          0.00       0.00       0.00       0.00       0.00       0.00      37.92      48.11      47.78      60.20      64.79      70.60      47.06
   624          0.00       0.00       0.00       0.00       0.00      47.71      49.34      70.59      80.90      99.91     148.79     120.55      88.26
   625          0.00       0.00       0.00       0.00       0.00      40.10       0.00      44.98      25.92       7.23       4.53      11.58      19.19
   626          0.00       0.00       0.00       0.00       0.00       0.00      44.34      47.41      47.48      74.43      51.60      91.44      50.96
   627          0.00       0.00       0.00       0.00       0.00      43.73      24.50      45.75      16.82       0.62       0.20       0.80      18.92
   628          0.00       0.00       0.00       0.00       0.00      41.36      49.57      61.97      67.17      87.35     102.99      30.33      62.96
   629          0.00       0.00       0.00       0.00       0.00       0.00       0.00      22.42      14.08      24.24      51.70      32.73      20.74
   630          0.00       0.00       0.00       0.00       0.00      44.62      40.68      46.53      27.40      63.80      93.26     103.30      59.94
   631          0.00       0.00       0.00       0.00       0.00      43.64      56.90      42.55      78.75      46.07       0.25       3.78      38.85
   632          0.00       0.00       0.00       0.00       0.00       0.00      28.99      45.18      60.05      54.29      29.58      74.16      41.75
   633          0.00       0.00       0.00       0.00       0.00       0.00       0.00      30.62      10.22       1.34       3.23       2.65       6.87
   634          0.00       0.00       0.00       0.00       0.00       0.00      28.93      38.10      45.95      25.46      40.18      24.32      28.99
   635          0.00       0.00       0.00       0.00       0.00      40.36      41.06      47.24      63.85      91.26     239.15     234.65     108.22
   636          0.00       0.00       0.00       0.00       0.00      36.92      35.35      19.41      10.37      13.24       0.62       0.57      16.64
   637          0.00       0.00       0.00       0.00       0.00      44.74      48.17      46.80      63.70      63.46      55.50      42.51      52.12
   638          0.00       0.00       0.00       0.00       0.00       0.00      44.57      45.37      46.67      49.31       3.86       0.09      27.12
   639          0.00       0.00       0.00       0.00       0.00      44.83      53.45      74.00      88.87      59.20      80.57      64.66      66.51
   640          0.00       0.00       0.00       0.00       0.00       0.00      47.58      37.47      44.57      11.92       1.84       0.00      20.48
   641          0.00       0.00       0.00       0.00       0.00      41.24      43.07      43.01      29.61      26.53      13.31      49.19      35.14
   642          0.00       0.00       0.00       0.00       0.00       0.00      53.82      45.55      47.99      35.63      12.49      46.02      34.50
   643          0.00       0.00       0.00       0.00       0.00       0.00       0.00      21.98      32.94      36.25      38.07      50.72      25.71
   644          0.00       0.00       0.00       0.00       0.00      19.14      32.14      38.33      46.72      34.57       1.71       0.83      24.78
   645          0.00       0.00       0.00       0.00       0.00       0.00       0.00       8.44       1.20       0.35       0.18       0.11       1.47
   646          0.00       0.00       0.00       0.00       0.00       0.00      44.27      46.27      52.52      58.17      26.72       1.81      32.82
   647          0.00       0.00       0.00       0.00       0.00      39.04      40.06      64.03      70.46      64.16      72.76      49.04      57.08
   648          0.00       0.00       0.00       0.00       0.00       0.00      44.65      30.82      24.61      39.67      11.48      14.51      23.68
   649          0.00       0.00       0.00       0.00       0.00      39.63      48.73      70.25      82.71      64.59      65.53      22.40      56.26
   650          0.00       0.00       0.00       0.00       0.00       0.00      40.70      19.39      12.17      12.71      31.92       5.10      17.43
   651          0.00       0.00       0.00       0.00       0.00      28.35      49.55      52.78      56.36      49.47      22.98       0.06      37.08
   652          0.00       0.00       0.00       0.00       0.00       0.00      46.18      40.73      28.74       7.18       0.21       0.03      17.58
   653          0.00       0.00       0.00       0.00       0.00       0.00      59.96      62.62      80.51      98.04      71.83      23.32      56.61
   654          0.00       0.00       0.00       0.00       0.00       0.00      64.82      45.51      45.55      30.22      23.65       8.29      31.15
   655          0.00       0.00       0.00       0.00       0.00      42.54      34.02      30.31      26.79       4.74       2.25       5.54      20.88
   656          0.00       0.00       0.00       0.00       0.00       0.00      32.06      14.61      26.96      27.59      32.28       1.08      19.23
   657          0.00       0.00       0.00       0.00       0.00       0.00      41.60      54.30      53.10      88.47     108.63     126.52      67.52
   658          0.00       0.00       0.00       0.00       0.00       0.00      43.98      60.90      67.90      72.55      76.57      74.87      56.68
   659          0.00       0.00       0.00       0.00       0.00       0.00      44.40      47.04      53.76      57.53      45.63       0.77      35.59
   660          0.00       0.00       0.00       0.00       0.00       0.00      31.85      22.11      30.67      35.69      31.75      32.06      26.31
   661          0.00       0.00       0.00       0.00       0.00       0.00      21.80      49.59      66.11     107.81     163.38     189.45      85.45
   662          0.00       0.00       0.00       0.00       0.00       0.00      37.43      20.67      27.07       9.27      28.69       0.11      17.61
   663          0.00       0.00       0.00       0.00       0.00       0.00      37.79      47.11      32.85       1.85      41.71      53.03      30.62
   664          0.00       0.00       0.00       0.00       0.00      25.79      44.08      40.97      32.24      22.03      13.36      49.73      32.60
   665          0.00       0.00       0.00       0.00       0.00      40.06      62.33      87.38     114.62     153.58     171.40      60.10      98.50
   666          0.00       0.00       0.00       0.00       0.00       0.00      30.73      34.72       9.47       1.57       0.00       0.00      10.93
   667          0.00       0.00       0.00       0.00       0.00       0.00      32.10      24.88      21.97      20.69       4.55       6.48      15.81
   668          0.00       0.00       0.00       0.00       0.00       0.00      33.56      12.31       9.58      10.66       7.62       0.00      10.53
   669          0.00       0.00       0.00       0.00       0.00       5.94      49.12      36.91      31.36      10.11       0.28       0.00      19.10
   670          0.00       0.00       0.00       0.00       0.00      39.08      30.80      16.25      10.52      23.92      36.64      85.96      34.74
   671          0.00       0.00       0.00       0.00       0.00       0.00      40.78      81.90      74.40      46.14       4.34       5.30      36.12
   672          0.00       0.00       0.00       0.00       0.00       0.00       0.00      10.32       9.98       1.14       0.14       0.00       3.08
   673          0.00       0.00       0.00       0.00       0.00      37.72      38.38       0.00       5.32       0.99       1.22       0.00      11.95
   674          0.00       0.00       0.00       0.00       0.00       0.00      43.26      18.58       0.00      18.87      22.90       0.80      14.91
   675          0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       1.68       1.33       0.00       0.43
   676          0.00       0.00       0.00       0.00       0.00       0.00      42.57      43.17      33.70       9.00       1.24       4.57      19.18
   677          0.00       0.00       0.00       0.00       0.00       0.00      54.56      42.75      51.86       7.24       0.83       0.00      22.46
   678          0.00       0.00       0.00       0.00       0.00      32.28      35.48      50.01      32.01      18.56      16.17       0.00      26.36
   679          0.00       0.00       0.00       0.00       0.00       0.00       0.00      43.71      61.66      63.76      76.14      28.40      39.10
   680          0.00       0.00       0.00       0.00       0.00       0.00      43.26      49.03      57.83      81.75      76.87      11.14      45.70
   681          0.00       0.00       0.00       0.00       0.00       0.00      38.81      42.08      47.37      93.87     122.13     117.41      65.95
   682          0.00       0.00       0.00       0.00       0.00      37.62      39.23      37.29      40.05      20.95      20.47      43.27      34.13
   683          0.00       0.00       0.00       0.00       0.00       0.00      56.23      39.33      49.26      40.37      73.53      87.19      49.41
   684          0.00       0.00       0.00       0.00       0.00      31.05      15.90      19.13      28.45      13.03       9.11       3.83      17.21
   685          0.00       0.00       0.00       0.00       0.00       0.00      11.48      42.08      43.93      76.63      36.47      39.62      35.74
   686          0.00       0.00       0.00       0.00       0.00       0.00      50.69      54.99     100.54      90.82     152.91     154.93      86.41
   687          0.00       0.00       0.00       0.00       0.00       0.00      53.37      72.37      71.01      69.97      71.08       1.46      48.47
   688          0.00       0.00       0.00       0.00       0.00       0.00       0.00      37.16      38.13      22.81      54.33      27.75      25.74
   689          0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00      24.95      22.70      54.20      78.97      25.83
   690          0.00       0.00       0.00       0.00       0.00       0.00      39.30      42.52      39.07       9.56      24.18       0.64      22.18
   691          0.00       0.00       0.00       0.00       0.00       0.00      16.22      22.51       8.56      14.06       3.23       0.00       9.23
   692          0.00       0.00       0.00       0.00       0.00      28.16      39.19      48.39      42.59      49.71      53.16       8.29      38.50
   693          0.00       0.00       0.00       0.00       0.00      36.60       0.00      26.25      16.96      28.26      71.30      68.48      35.41
